Column A,Column B
856269,403825
420656,728082
920145,974815
369983,322273
163452,716709
316228,545104
181311,460256
21924,619460
494142,546968
991507,205180
614569,515035
243265,787610
172855,59190
661534,599563
140948,683268
477555,851997
306403,300698
669405,835545
303435,137627
580586,291393
280492,988185
383558,756821
162728,162742
898802,713172
524805,322410
97453,601903
623547,91527
474968,834780
990717,956840
354234,918072
731025,585275
207410,255751
958829,498285
664727,243980
934535,146234
10917,131305
385164,814903
715441,716166
229998,749761
878728,587198
33873,827926
445757,553745
332959,754641
898213,634169
934478,626837
834058,712582
20259,370905
334534,624959
976008,466653
561115,677676
885598,303111
923393,95026
17699,758360
541917,219830
536762,222492
823544,248646
88718,607304
424615,515910
372457,270453
865795,718440
10033,936115
783894,996239
9768,946504
682529,635756
497328,998479
283212,16752
105110,827392
481673,219385
829944,654178
404328,663593
257576,452360
899851,391347
740021,286714
854416,265545
298441,918563
311144,30529
348175,134890
180378,627081
770112,370141
321015,842950
387053,31331
945331,136079
696037,54160
548189,887005
283879,940790
874265,92809
990233,980821
134734,936155
43903,906136
193889,804370
889239,337526
132540,491544
55258,491158
813134,727900
281750,411993
847772,566289
611345,237976
13486,27237
393567,228109
4654,215629
966020,412569
941736,275094
188275,522458
528095,492519
112432,184912
104192,836890
723365,161161
137313,63385
595586,995771
975868,675892
960835,88105
441426,455862
238177,59703
282179,584838
356682,459425
981521,649337
280821,65448
24369,728716
331374,979722
298121,999564
152159,782830
306829,966136
672641,483402
597249,399872
572082,152226
901082,76263
82295,431091
676445,639335
916291,129009
598634,594842
594323,980835
547231,174581
71255,906255
70886,894738
62796,809836
906555,143458
380724,785259
507194,143242
554153,156130
785159,789517
968389,392295
701000,673291
84395,912035
787035,726339
314697,875946
120876,461965
378609,812477
13557,510447
201843,637139
734271,235079
759642,755857
133411,71669
289603,780684
539986,487679
63368,475232
357966,863653
260708,672634
171341,96724
737245,856220
573506,249477
809024,769658
324704,278033
352177,202886
858189,919347
145764,316561
629576,772802
72191,82563
113677,782571
571234,286645
968745,12075
20087,235494
575475,516488
409446,765076
538182,36889
296514,603445
974808,404449
58904,524645
379921,218422
7068,494882
587606,47188
856726,759419
129475,599483
91272,84042
939807,514929
898354,863721
139421,535511
897323,768906
937900,593115
181504,670400
633803,784232
996090,832407
147484,746560
610909,635976
242920,897199
550830,506090
530660,806361
794689,530833
590411,359230
692332,391741
315861,907119
728215,610477
47466,271288
521317,380390
977226,702534
573578,241440
160485,263191
855127,549962
605630,241458
911350,869658
552168,757228
376086,241397
767835,923754
478257,861253
427872,387500
405490,129974
603700,506962
723502,874004
142705,743493
27710,644259
231511,195382
296289,585470
428043,732243
518442,280027
981017,725023
244144,323032
367660,622408
247578,30361
816274,670311
712198,285273
47409,663803
179008,425612
40096,303287
367958,274591
22578,124333
255347,60385
948654,772272
665887,278836
940556,982823
92683,668877
25112,105151
489582,564747
593098,631938
908412,18417
957132,818045
667185,184877
46333,325330
109709,841555
899964,267506
337143,383493
263208,206053
549312,254464
887939,993886
574111,872331
863572,892618
471982,79563
679290,539346
194057,197979
539492,954731
186588,345931
809396,740245
147297,216174
292553,647632
206507,761848
745805,644583
347389,440889
782564,874806
853042,806624
386802,870351
251852,390662
138217,78712
411911,342715
990108,680373
811949,730102
213575,933123
470438,902280
703478,505630
811529,314382
325392,152759
67845,966867
865687,444553
916571,705292
223170,823270
257993,580493
562028,51267
704477,362230
167434,76174
582121,630314
876122,289792
223825,428172
590601,972920
767720,91804
834572,748801
673596,878078
678072,133338
258076,184255
152734,469321
987941,575463
282436,598774
247585,497639
169706,589637
979806,7302
176809,879091
35117,216007
886998,232247
41079,610789
745130,497376
361401,111534
658512,580975
326181,793684
982255,350088
308223,281078
255964,182742
883643,579844
164074,290577
764855,59840
806076,257742
779490,553196
557471,631956
466034,915949
618321,164641
84110,471361
990714,726598
6623,666623
325639,755942
988247,445618
939509,461494
459255,407841
727165,444105
404305,579889
431522,680669
877290,639572
533813,717057
632838,209183
852557,253455
57056,60006
700478,391779
394781,851213
295206,23372
247708,752157
484207,802840
858771,2976
990482,756183
946616,992966
737655,997692
501456,445436
483143,995009
2270,207950
714611,992091
924603,418183
812037,165811
436450,922780
6839,339055
305296,350293
675793,72323
491565,665928
866443,737023
901592,20047
725340,420756
40834,139322
812596,730979
734745,725806
210061,620295
972572,46584
271165,531277
873307,152822
932902,105181
635958,636890
172091,360496
565707,188847
301077,608633
522520,29345
694725,954555
677138,397470
480502,855046
834530,391272
440827,428752
285914,437454
45652,854321
186296,362209
629546,161431
317295,86669
308463,146832
980763,779646
746257,700311
345157,38268
676471,560970
504446,600157
856332,787828
417462,584069
454956,731452
152434,85555
453585,935819
22866,240548
849172,782585
356346,50713
698779,645561
731839,58936
779337,256020
659841,215273
674107,703477
510871,909356
266686,134850
670781,304401
303731,506785
282135,780563
725827,159430
743314,553406
26696,170914
507328,239883
741545,513234
815508,260107
123094,755889
631117,296340
403804,306023
292833,520842
281005,529809
371171,217891
780281,833438
519369,327125
854533,826924
618841,54039
751445,216739
404930,131442
423492,199114
52677,738511
966527,818111
625102,914895
863627,977990
271005,912150
135717,128582
983368,156743
208785,948521
617785,300617
937818,744334
966469,445091
44564,178164
484186,591570
522054,922258
680549,663352
461832,721602
346491,379332
623935,767121
50206,864085
534819,277774
543671,413447
742048,500576
914273,801585
771271,574174
449882,942823
385195,188536
535976,628670
688635,494772
650237,842065
263232,981771
543627,440189
34726,965509
581455,332152
764009,945294
31051,336061
266928,887248
486860,557458
611563,277161
565984,910081
603935,39956
898666,516864
902929,630
47196,71513
492567,839538
617211,214325
577205,566324
587802,573499
22263,770462
856519,900957
602338,417366
897368,460904
308519,681710
115979,957348
685653,39550
326685,231777
276125,378846
408353,801307
957911,442159
304835,148508
882476,830806
24412,406483
773050,508940
331172,48555
600333,93464
307583,697995
838644,607441
217596,92267
971513,358761
916569,822468
733027,674707
522552,823294
283542,113713
20515,926041
161819,984586
358583,976671
267154,342901
724573,461265
664886,256757
295326,347293
357274,761101
60797,903207
467013,566761
585892,924182
176334,258435
714854,24415
25135,213406
613522,738743
7150,81009
205054,441006
242573,411144
4806,668653
839131,445906
449423,387260
782834,249892
222629,968357
995267,771895
257771,619335
23899,306795
835499,655390
583733,200620
884575,810055
437920,465854
380776,403018
710997,623180
571326,31534
483870,194356
251150,673618
948781,162889
631889,791392
630101,146068
100086,423478
153280,394902
397219,850362
981554,423831
857416,713244
164443,181686
173473,64370
693584,951115
465588,420420
865672,507864
898457,906597
421470,863609
179561,22865
982037,348183
602723,316569
767347,987261
155306,529762
715203,367198
767443,332661
584169,210897
816308,814917
742766,309340
198733,142532
383296,684558
503457,910777
800090,521135
915103,48907
935343,248385
749625,670649
542517,835457
670481,442233
194366,445875
327874,399000
308258,778670
268308,639084
24449,216385
222947,664384
325501,688655
353176,176779
358713,992170
3781,987273
768333,529546
393527,111449
832584,77062
401906,84714
937155,487947
359457,433968
164752,335756
126621,186268
321491,527218
693507,468194
304325,332384
992240,941426
52689,106428
77124,84738
964957,913997
978501,858262
17496,74353
489728,657807
656099,854629
402400,471016
753637,336698
222391,77818
439152,416469
32350,704049
5374,238332
925279,336542
262719,907419
267465,615409
149934,58484
105703,401912
461031,602645
729084,639425
905393,766192
541828,47978
183438,80990
851289,731031
800408,404326
155391,1348
281669,2860
156591,329819
367893,455577
949027,91554
547502,861161
402109,8342
804699,251236
620674,956375
594940,587282
189316,294784
673005,978713
240066,423248
489226,277667
349243,103820
150312,282250
520482,472639
60105,151199
421823,329208
855452,646485
94362,378773
1152,486916
447827,504813
947101,584493
48560,680754
758248,11436
90322,276957
312757,133214
59652,512803
153684,266633
311944,628483
668536,931237
176432,62014
774149,669692
789251,843475
248917,458990
857617,284916
730433,672667
399666,174049
223047,419235
275555,756051
22620,938555
940433,795403
307328,150516
546829,425721
623307,822039
163938,556710
972506,185079
106079,501021
692630,610169
890544,832395
902754,396570
824586,284332
690930,752682
202715,62691
320241,191186
607795,418537
169301,950011
422169,532988
591054,288280
345256,513619
483677,383267
764032,429813
757614,188300
443910,842144
373803,604432
348410,234833
689601,323829
350231,490062
91731,85353
413120,522055
491575,698856
75874,280141
143065,805168
147988,964150
673200,998266
48380,406608
360239,580665
908459,240187
964859,642140
858939,484067
156746,756929
147159,521407
995643,694584
325361,464666
409715,892553
344625,390414
340035,940020
164515,623601
878963,446805
742359,250134
876982,489525
399814,142632
798203,507148
286206,965208
96068,708045
741459,350822
312876,593108
822241,160655
24216,618472
368801,135145
68871,741003
633461,516909
293591,746134
298318,458965
130220,921668
298872,504285
329634,43044
31952,787332
288083,640481
55814,510408
61923,177400
586335,228859
309795,61691
548449,148865
743276,694548
214688,439185
341313,24533
946004,331782
691527,256921
35472,227520
249124,409168
793806,42366
392903,568126
560307,579546
612811,930984
12475,321557
377689,600932
615046,143650
184388,197321
610459,5784
226522,409610
790111,178174
592085,251876
876996,735819
771569,874886
512389,235507
240744,417980
920081,967771
64707,257671
899073,775775
734889,414844
224208,857725
724024,285667
524088,365504
361771,35119
24986,820126
77351,457891
824274,254949
623387,842559
480320,552038
595660,647990
169325,20374
708866,680912
90553,55506
618684,984821
553991,962721
377166,297757
899535,700477
866375,176495
822657,382437
666742,422398
548574,215570
409391,88881
851233,442744
368466,887751
952581,919522
843485,411881
419240,573768
252161,133465
695527,560416
319726,567347
747071,233761
25500,689770
551658,922459
419042,237976
466789,896810
169691,431687
195466,766620
52650,364540
658844,280537
914503,168285
504112,194189
944150,769064
816634,753706
250858,887841
823221,262801
633421,594336
831266,913776
460162,569346
29405,683277
8120,101881
35072,846354
134080,754368
585951,46047
315405,127664
502262,267522
279978,501062
43564,955532
187142,387146
428430,478691
496542,803354
685352,297359
193246,334812
800371,396515
84321,477118
177030,502225
31335,508360
998356,246174
577223,814620
513460,108640
138702,364973
658120,417328
351916,113184
47698,397278
518103,539625
511828,821621
119906,304532
461766,400951
108712,252860
539660,106216
762378,294682
145242,859842
652807,416430
931555,97099
816039,534077
213266,405398
938335,823629
769709,498876
690086,869044
16915,51144
2266,155881
296137,163578
220310,452209
475446,694312
5356,207227
240259,337040
187817,484340
810751,936016
405201,544926
21339,437824
478268,836221
70684,767458
903627,665090
626285,310660
464722,345401
408099,496246
725452,81635
895175,406391
990329,725575
560139,931848
855083,412979
909378,107833
42546,697197
771325,99439
736123,866964
499237,233038
349656,192630
946748,167781
100406,41611
921776,216891
678373,632742
57767,534242
666598,932038
966596,338353
628800,609159
780143,680870
934650,540735
115392,814851
154112,994942
434670,748391
294101,424495
972564,549339
922160,342668
164349,483357
262130,512447
194938,631219
339173,407471
643472,701371
381607,659702
128456,23552
470551,581234
149447,137414
108369,622529
26271,633631
976707,824733
350879,523085
852438,401675
341307,311540
465836,935012
788840,442086
66388,159331
329239,121376
244309,992174
956935,371676
793814,882429
785320,740510
163898,397716
620157,559649
525120,938426
988268,596019
526963,981393
647153,468621
175519,39371
481459,353821
66625,433466
321193,411905
508330,994573
39766,120932
503512,669528
76589,264806
368684,9599
237662,197173
98902,490893
648423,723773
839531,110442
518360,959666
682417,52449
887301,838931
714158,595211
290437,125565
750083,982107
635991,307032
772949,617501
511908,277549
844496,267215
76048,243395
321948,589305
75574,440249
288087,147446
824018,251726
647365,66239
804035,761269
354273,829198
535475,287279
143446,145419
317272,128789
178385,487149
279558,56848
593823,249483
402738,131642
651,941349
666779,358669
844857,198333
317127,317250
791773,667532
273769,575293
816407,296279
429474,550218
93934,788961
97386,436135
675238,775072
978048,138275
517723,54881
442762,24795
497055,264744
994592,139589
328481,610448
174810,392449
798891,748228
435105,412835
578303,272062
989511,684346
948617,108646
594234,150120
311202,9809
970632,246061
215564,418856
602571,601651
462041,825385
541047,150830
172980,976691
259095,974673
95207,371481
18303,614660
36824,183878
421796,44429
69130,243134
128640,159262
773377,276952
689206,776645
216108,363971
669235,984541
200972,622816
750174,901079
772960,883684
631375,91620
381169,182135
98637,860990
101632,108456
119582,274716
278158,992606
104990,586580
956891,560275
467140,699063
280514,212418
964293,171448
10172,652554
425219,216382
944060,684419
28422,480726
127989,214793
901590,564346
626975,625510
168101,588407
728986,470979
561049,16086
270143,448921
992307,315939
895234,506775
950741,334931
713280,330879
280817,269970
472901,203867
549159,808621
562133,344936
129927,208234
761083,209778
112484,668778
758870,645411
612680,251847
497400,9840
822325,888759
843302,678162
653084,772163
957300,733595
692248,381418
153770,629488
715724,526370
428170,540538
469347,921646
555587,491338
222198,278946
345764,835291
65061,641442
440579,529883
987921,535402
447637,461323
530557,919911
831597,716283
66984,129890
278222,484548
66646,1401
764599,848722
547299,318825
83025,475861
836777,62163
642290,802474
805288,672472
314995,70488
511799,103593
170087,538424
748785,430112
268115,435262
987765,71328
779178,202023
899509,320174
565222,999655
839400,28936
544097,851285
954626,456575
337637,145761
104273,77
712454,449733
12761,100575
523785,861824
878970,223961
594689,554888
433281,644983
19697,932438
365230,505065
197745,26065
206139,593109
309442,903089
230563,93116
863927,504283
744312,934334
500231,695686
745017,255920
856951,369245
799402,418518
935429,321898
947677,511878
17122,350380
893629,850734
574266,76286
840135,908985
749905,467861
85320,675927
588224,17302
231125,376044
63245,505758
619337,409495
121191,506064
801436,66520
231735,418056
221829,251172
431601,727587
650825,218168
802332,720450
543065,374023
585851,993307
742067,338372
619206,606317
641401,188735
933652,643910
407120,605954
516500,585121
146622,205714
164353,965377
32609,781258
951568,99151
135468,805416
467599,191554
933178,740810
522716,667871
791021,170592
605153,773147
492329,671034
78423,521138
895386,685594
285150,42309
677141,611403
389131,491990
858220,668743
63227,839900
663246,591543
205638,623232
671438,417613
540425,688426
498003,913201
426828,155389
970952,401025
818533,724414
711585,817288
166305,106411
283363,194638
65972,381433
804583,300363
313207,161423
543344,838212
726614,593467
692463,610178
786756,838618
920161,949146
793400,196098
138525,813040
116338,192299
68912,761257
853488,925313
623030,830915
953027,272131
39787,532905
389120,131526
571215,12203
5935,77610
103760,567441
731520,852878
425940,393311
74391,871315
935168,730554
858228,262159
140688,146594
948913,871400
2105,707462
23673,398190
86055,12363
254630,561459
716022,337523
29603,822198
474768,210489
731489,19851
125831,288107
773193,861646
564567,350625
960878,339120
208519,917717
941889,278455
96186,866803
552034,634596
513690,431237
268359,760502
262100,350514
560075,620448
128450,388670
692934,622971
434696,469279
872866,169236
395492,114180
582216,901402
995552,866373
989589,739865
921216,267242
718236,613163
201559,159578
679483,382275
533226,423008
94345,927208
155075,567825
132577,840484
121797,917371
946603,458043
935421,647430
144482,503875
338705,781542
236464,209573
102990,677008
397518,816753
99788,645168
441364,953086
481244,486536
605717,536737
55270,502898
201041,770153
428120,199548
15571,438511
469696,125184
450268,171281
952749,110981
731224,407570
268775,398970
923195,819042
743649,642513
342619,633306
649370,372813
799684,313022
960870,592835
891745,304101
825911,469090
825983,467775
83810,713796
321025,540130
982713,67979
496445,306594
850346,459324
183700,42601
306107,163080
110369,161430
840022,29957
203713,713632
52623,387598
929438,885105
983858,538914
808411,996120
853084,394015
293673,345219
286490,148119
506312,829144
432655,545745
104286,518762
494472,843616
824073,308720
328216,197564
318291,153058
201728,422351
525813,880824
355116,606011
875495,441463
832737,968043
850345,892509
208868,935144
964479,37663
246636,916416
159814,343577
20200,587197
64601,739934
384180,619074
424492,378852
191027,276845
607816,963155
787458,866828
192683,909244
627095,835502
422430,803894
480215,155090
397988,655616
806542,405940
619355,710933
573763,64271
346947,474410
391594,508768
916135,361690
543039,212391
818849,435161
425111,477072
753476,605724
747935,778286
511085,641288
939054,445854
791740,429370
3588,4478
219156,51341
592415,696016
151826,271617
536214,503630
628184,980565
628750,4825
116749,606229
990765,542410
97905,867955
294148,25195
304797,202482
370594,177741
164058,250037
228812,256903
663581,939128
86636,7783
294525,798227
38761,542101
543609,795851
63521,785140
88910,390142
665860,233100
434392,662133
842011,836489
268048,561579
473421,58493
362433,631872
695635,582247
875206,303389
66527,540752
714170,912294
719529,558982
479028,106818
248656,979262
86988,395151
599953,254167
624769,698150
52784,43342
322813,384555
677364,668835
641038,625062
866319,707011
763348,630155
227989,45307
220508,374028
404738,548686
980117,478550
905933,770855
415886,431295
563586,453708
272301,352213
382490,293879
748616,863093
397521,349491
589923,893397
971477,306307
844382,438054
294397,80939
532725,531090
206536,404088
805711,379801
290938,152480
798914,733248
419610,432167
278489,392476
730488,809083
596251,358513
631275,55743
66738,48420
896509,580009
639892,294657
686800,364318
553330,161784
283394,842282
706967,834653
320385,132594
950936,508156
499331,296122
512682,461735
758094,249096
495130,700095
44188,763176
338980,356902
308832,99345
662309,941492
977379,775853
354698,739000
278015,489430
663640,757639
791273,210730
925908,176226
890045,203333
347254,867387
550246,317423
884444,479157
699052,472945
795421,50898
483371,681641
958186,908464
809210,324143
348166,483501
696188,311652
604982,123581
759651,386193
764265,10928
788770,723546
488613,380209
702048,54374
630464,426180
661814,412756
969779,145132
860299,95506
158475,477254
912730,683169
290565,683674
306362,131236
792288,73135
313362,416595
63027,457935
428614,391706
771853,338472
256280,313620
598325,624640
958748,906465
253857,927192
106552,559859
77008,224981
200759,361315
253203,557029
552332,572311
527860,597326
289346,970320
586881,419571
211519,197329
600188,142914
692597,58191
302322,170814
792354,176966
874768,244424
307956,912981
996888,418905
551217,44786
843363,644893
908343,734291
735882,795236
402617,657890
782946,368922
145089,525004
743265,882351
363017,499041
214682,522626
596184,627594
323710,768931
379654,868155
367864,559067
862327,560120
991967,889831
21171,750186
748587,403233
730396,18860
360523,708525
123976,63272
386329,739970
768546,830007
770143,498939
559235,476082
490232,8050
986843,659425
507544,581980
461524,958575
682531,495187
432220,289604
388500,680245
908561,217523
268925,157636
99063,304549
741568,608106
636892,963157
174832,363458
624496,221982
809346,754311
734008,477218
13154,95676
525632,716542
343707,73438
435012,743634
642945,837474
783382,394240
814969,354554
890847,704469
362688,274527
702030,787816
159738,347985
341505,647863
124909,14514
903321,577577
518148,406538
827804,279786
71554,738560
702813,672463
359043,305832
600574,124017
115660,964337
217223,613891
645661,586341
642314,525122
574731,830204
385838,889802
633701,198262
578023,619152
203638,12774
481702,458363
305130,798535
240986,319737
100140,868004
732593,473989
493952,423159
301820,725431
818496,960817
612077,316864
349440,251707
311220,818102
943199,575367
345209,879279
693912,1048
356445,613690
695290,607224
752831,227491
232273,806182
420730,99718
227010,371115
342055,743749
940244,930862
792004,483311
569200,428369
316965,133209
967896,628595
385474,896286
537152,785348
176014,71457
673658,56009
81111,468970
791136,853224
308264,56074
346022,176142
216352,683089
627600,515389
242317,238418
127755,789840
896666,891818
7329,405876
780936,484491
119770,560089
210811,903568
581953,505709
361388,835912
133219,373832
863181,749702
929769,417289
971305,532944
460721,479846
59804,583697
405905,298735
236021,252360
363498,325875
530840,992807
307734,850060
460074,488983
311643,698915
867762,885112
210275,267800
183287,840374
320059,609873
294721,613122
956884,217355
614413,594088
917671,690895
88196,85286
773180,469311
105024,784024
50172,583267
600551,955814
56155,294867
234528,301035
595241,137978
625033,84285
455556,944055
978272,274571
263143,7302
483509,344581
396365,68021
669582,474448
847669,60820
550006,705907
483988,107339
38189,665884
377646,793428
554304,950059
556003,426834
347947,202362
594951,646026
390410,246390
908232,740224
672269,200259
689107,167750
348502,710501
593962,567311
329664,47728
413443,405839
681036,421379
66802,124080
100531,64655
156769,328833
326336,752230
817251,258213
289761,652061
31224,106607
638747,437624
790402,519701
197808,421846
60686,778665
288464,839564
574770,739360
32624,507568
823114,829275
979599,393510
297125,92471
113035,878132
413417,263082
7101,268200
252911,758429
244806,749328
404467,934855
6545,273551
910447,209072
805308,657505
103163,812535
218820,626559
459092,748467
114839,627704
907095,86555
731195,709045
796094,375549
360769,504172
928766,707278
454764,832898
853786,673173
391836,733237
238542,360406
71986,900511
218436,494266
831979,415491
629040,573250
909141,252473
583177,951275
688431,697277
119086,781683
467412,148947
930472,161300
909579,552003
430859,177564
525871,489236
996746,871967
638719,659945
344762,373442
425268,600308
195361,277150
202640,767932
777254,419617
842309,92788
62942,178957
654464,727459
774101,579857
752013,562294
148888,349115
303452,418524
203038,368646
221664,75765
991199,250475
821784,591040
301224,73910
533104,917147
223038,417044
134462,30533
63059,946739
245384,850858
462436,220319
253525,480186
297330,368382
987093,885462
530710,948982
511991,525043
338752,978994
176924,916442
44952,989880
930317,985769
798829,624073
434102,216223
972534,437522
273223,466862
78388,767928
51337,384509
586422,667302
316700,10242
207559,293598
368798,185597
352624,662157
859031,345305
910634,294351
765329,910724
640559,585641
803677,737068
94325,672042
473521,628090
237598,61686
339740,677761
96685,861066
795209,160295
943573,876813
249817,265254
824235,890201
979831,221915
123027,540911
940508,470523
559809,599390
350165,372155
340374,46378
826617,577290
450996,936232
304381,875699
174861,5059
165859,74355
283766,855490
245819,975736
648928,677558
823693,795310
8194,246116
556169,744071
876323,784824
262608,103322
554909,741312
315634,80632
616718,176105
705518,664343
929966,885454
232151,609452
727394,94284
545390,419774
34765,144211
830468,102951
298831,653503
14445,28582
792759,684641
291034,758631
421027,218921
87124,853985
927437,944475
343760,189756
818550,833866
928743,235174
741840,922441
360835,401299
375139,709323
376234,65478
53006,787803
614012,896544
34147,623551
104556,638606
343309,895749
284683,605419
310584,343132
312127,818175
25707,681495
651179,685066
736919,540569
891706,274677
412646,326024
291615,941787
88657,947953
166160,223318
446084,460925
612829,275631
518807,383105
201169,599666
160987,436
941491,824682
632188,257688
423649,91834
581254,980843
711894,173737
763643,605292
96580,458003
286942,198440
353964,811377
784267,14378
944552,135964
314722,938812
907663,245937
113142,338211
373067,723169
81097,879349
211348,568727
536788,592047
702099,466637
179764,765669
396498,663292
807954,820365
682519,227964
303978,781808
642885,582056
11144,767185
498682,845289
408613,180744
421591,595138
407046,478492
213362,388414
425099,42568
896811,589775
712515,149565
620493,845459
117709,307055
815251,550740
2587,790063
997661,132814
143439,894507
525375,438533
569771,496198
448309,977332
77515,34307
343452,128630
696026,613865
462745,711325
163270,837295
992206,971178
171340,384006
766278,880300
102655,323182
922480,253742
287364,324517
720875,192180
288303,527503
779399,671583
532110,648317
363416,278630
160703,86348
487020,303940
679996,654267
599070,336543
548665,414980
905089,397920
260699,348158
939597,981556
810986,723075
489774,791397
406774,707104
694168,619
885323,783531
899763,586843
194615,407039
630625,891341
774398,317178
795115,728461
316566,319263
71747,114913
402539,663655
997709,834073
817389,993751
927655,218400
910981,175199
834837,317996
948506,83629
937207,804767
773337,332993
955085,50380
274396,983427
59377,88857
719040,923538
460380,853373
633805,300703
361910,891521
712371,163799
980804,986205
24107,579756
23941,230987
39382,907676
349725,625586
898835,892636
592291,918087
528708,836146
46580,223512
339557,866123
856064,263409
737227,564558
992120,893069
170048,703189
936811,123142
813488,286541
182714,870664
122493,509191
846388,835224
69756,722401
531270,540318
852345,933903
954643,986114
373787,620218
271259,102445
724408,532894
252200,692702
20797,49834
339189,78007
511602,368024
764358,300817
240837,356434
454875,193147
355396,480550
384013,392331
558146,326591
239085,37328
935487,737120
219269,295613
191721,741198
617535,198782
780000,665937
163845,15306
198025,601266
174942,213301
275408,212262
253501,696591
592482,818328
458643,506572
486876,113814
223467,885597
793884,515289
519827,319142
793759,856360
245740,139524
637211,51252
26535,299994
616266,369461
218739,635264
842106,947528
425076,711025
298907,387806
763070,221582
533039,116322
214951,654439
491564,43845
532930,215379
268443,235224
803423,354272
332909,824140
381890,333271
517697,295965
364201,60719
897187,212606
178967,338070
829582,267090
451013,621616
171544,83913
980669,328764
461164,348716
645213,948712
105083,221627
759244,63771
923428,145432
202686,108316
938234,974630
620524,92479
89892,904512
378757,426326
478380,988218
737197,572835
936531,502376
788345,4799
920982,368898
981483,915661
584416,225077
24050,155000
613516,69219
835992,269980
311285,312803
709257,75610
848950,25119
737056,815005
880787,612602
909552,848346
729909,735796
42307,981941
434455,945494
319538,104586
543977,104120
467498,123091
253834,374954
966578,337387
194258,759162
494503,55325
937644,592235
267413,248658
553475,81674
3095,831129
69845,186771
1650,604814
366762,870615
294629,118637
842178,441157
318894,358928
870758,930270
985276,591426
356176,703315
861625,888799
368932,539526
998522,833652
991571,966853
219455,479308
396062,24808
371627,212643
32049,345267
774912,446470
418375,252634
595936,272277
534976,541200
86742,394192
400999,847018
403611,755616
726833,917052
807233,818567
730476,76547
176174,917031
422441,505724
654277,651826
347745,513869
356344,702374
230709,669940
869010,684895
72599,828801
40168,248476
136822,39254
356849,81343
288645,14195
942878,78502
650353,606424
822830,759739
440770,799798
819153,894683
34934,522435
349455,937134
357195,451537
916541,435948
596634,230420
598483,492680
940774,583015
182936,687889
483093,331803
758899,558020
709563,338407
151539,337154
217352,707536
118208,804648
705829,142121
137906,872095
201377,469981
656568,657292
722385,784763
189230,610940
166714,606509
384218,653961
865445,162222
538038,972500
891688,660950
853943,580534
389139,150429
711102,476817
42235,343913
360306,902650
531679,958629
500253,392890
247577,939507
294278,47897
728299,160175
941861,531439
441660,825057
25838,921111
524024,997308
143338,199299
225757,711729
243199,677985
790254,358345
680093,992214
215155,900450
629433,857566
893087,298884
416112,981609
306662,454348
286700,603194
604371,89315
589342,123514
434028,213425
158161,887716
896471,865439
355018,246219
969539,755982
281993,386318
156193,255723
891624,725065
203872,591099
547699,578920
638191,488423
692559,835689
715280,912207
179984,867068
998531,708433
200270,537852
52926,532280
440177,102031
443931,648433
953406,830645
392884,783650
892025,987771
740770,460418
381603,973417
505271,174268
715640,180085
877929,152002
560087,382271
277757,355310
45322,210128
620430,897042
76513,427467
597351,948126
2069,377640
5872,847913
864789,90422
965294,785133
48689,384844
898213,899288
708738,344568
446100,5085
439019,612520
633621,515051
165702,296331
748736,297689
692730,630255
534481,147609
601595,764194
219637,826894
298432,294235
765830,876872
996856,403652
406923,494521
241412,762947
836557,57547
491553,849751
813640,884127
244773,575403
69506,372427
39059,272071
474055,331523
999494,758781
314418,165232
34530,967356
494610,297031
539661,277702
147182,523669
170404,803989
876112,39631
530903,302402
330689,492882
930876,789062
310599,741340
62533,716526
923454,825501
228552,899265
832765,157101
784025,314686
596964,901938
249155,603446
169921,653273
249471,884508
271578,700665
346483,307965
942304,899957
561545,392263
9537,603999
262459,639308
81656,280496
306845,709455
722590,169980
616937,754275
837175,997438
708942,428399
565234,190764
933092,768584
486860,629389
233243,488700
416944,823455
833092,991943
737548,389108
389688,632056
837069,635904
174721,104401
865817,418155
685445,875459
998696,402670
81693,803882
435691,727376
422623,623364
680714,707740
863171,593092
799235,72531
174400,56427
840158,487154
45003,726950
794818,932838
461888,445672
264409,605802
954253,461068
970179,41363
168288,352021
161098,537843
229183,815715
909569,269764
642514,157073
314016,655212
148745,665553
29504,758863
266348,719653
591221,86952
145406,686363
840568,553772
560628,500411
693551,898149
163975,416879
706568,319188
485228,256073
100448,716330
205492,28286
592783,706149
660486,860624
53854,299278
473264,571801
744867,991827
64790,191736
229256,134747
347926,871109
401782,684186
457292,920421
43562,821735
924580,751727
256659,811146
675879,987238
206019,638572
584244,934410
835287,134290
592581,813274
224776,390573
646343,656861
908244,359528
626240,869385
808482,616065
421656,241193
581158,51645
65815,372977
836107,62739
262642,665812
795967,830330
107673,98115
873542,495007
920797,718060
570197,554105
499407,926572
460551,31153
709421,262069
332084,265836
809500,980081
195977,21135
264326,337153
265921,74232
869027,673728
159873,544404
982523,190809
283613,534916
151303,933299
170060,38192
812995,799210
529339,813408
634651,894991
658506,538576
886531,110405
207748,639640
784304,917684
372219,558335
970588,460360
972901,241570
989452,421271
313308,736159
952424,767179
643759,739368
144900,415403
225777,348424
617640,140515
72041,734665
460077,840417
526241,525230
163510,798471
436419,857570
132104,626287
369159,269612
114544,945604
642652,207860
742509,240285
502479,87739
946831,213279
889617,959375
670491,867420
123006,817509
722523,171837
947983,958395
953954,921753
671500,6778
548218,289970
394298,880088
511346,423047
937916,339754
318749,449223
369074,887849
224755,335523
427921,291510
255530,114850
135341,581514
